City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
354,avera,33.19,-82.53,60.8,38.0,1.0,5.82,US,1605544432.0
355,boizenburg,53.38,10.72,52.0,89.0,97.0,1.01,DE,1605544432.0
356,copiapo,-27.37,-70.33,59.0,72.0,90.0,9.17,CL,1605544248.0
357,mana,5.66,-53.78,81.97,84.0,95.0,9.8,GF,1605544433.0
358,esperance,-33.87,121.9,59.0,82.0,38.0,11.41,AU,1605544433.0
360,ternate,0.8,127.4,81.01,77.0,36.0,2.08,ID,1605544433.0
361,pitkyaranta,61.57,31.48,36.72,82.0,100.0,17.65,RU,1605544433.0
362,samarai,-10.62,150.67,80.64,82.0,100.0,9.13,PG,1605544433.0
363,alta floresta,-9.88,-56.09,80.6,83.0,75.0,3.36,BR,1605544433.0
364,pastavy,55.12,26.83,37.36,80.0,98.0,14.03,BY,1605544393.0
365,key largo,25.09,-80.45,82.0,73.0,4.0,11.01,US,1605544433.0
366,codrington,-38.27,141.97,46.26,92.0,1.0,8.43,AU,1605544433.0
367,burnie,-41.07,145.92,50.0,72.0,2.0,7.0,AU,1605544433.0
368,santa cruz cabralia,-16.28,-39.02,84.2,62.0,75.0,14.99,BR,1605544433.0
369,adamas,36.73,24.43,59.0,67.0,1.0,8.05,GR,1605544433.0
370,todos santos,23.45,-110.22,75.99,71.0,0.0,1.01,MX,1605544433.0
371,kaeo,-35.1,173.78,55.0,92.0,36.0,3.0,NZ,1605544433.0
372,aras,42.56,-2.36,59.0,67.0,40.0,3.11,ES,1605544433.0
373,umzimvubu,,,,,,,,
374,hirara,24.8,125.28,75.29,74.0,18.0,20.29,JP,1605544433.0
375,comodoro rivadavia,-45.87,-67.5,71.6,37.0,0.0,8.05,AR,1605544346.0
376,aguilas,37.41,-1.58,77.0,44.0,0.0,8.05,ES,1605544434.0
377,inirida,3.87,-67.92,86.85,62.0,96.0,3.29,CO,1605544434.0
378,cayenne,4.93,-52.33,87.8,66.0,75.0,13.87,GF,1605544205.0
379,krasnoarmeysk,51.02,45.7,21.0,64.0,86.0,1.99,RU,1605544434.0
380,mayachnyy,52.68,55.69,11.26,93.0,0.0,5.66,RU,1605544434.0
381,meulaboh,4.14,96.13,78.76,87.0,100.0,2.68,ID,1605544434.0
382,penzance,50.12,-5.54,53.6,93.0,75.0,21.92,GB,1605544363.0
383,tual,-5.67,132.75,83.19,78.0,43.0,13.33,ID,1605544434.0
384,san cristobal,7.77,-72.22,82.4,69.0,40.0,4.7,VE,1605544434.0
385,roebourne,-20.78,117.13,80.53,23.0,0.0,14.07,AU,1605544252.0
386,weyburn,49.67,-103.85,23.0,85.0,77.0,40.26,CA,1605544203.0
387,indramayu,-6.33,108.32,83.79,74.0,40.0,8.23,ID,1605544434.0
388,paita,-5.09,-81.11,77.0,61.0,0.0,18.34,PE,1605544434.0
389,wageningen,51.97,5.67,52.0,87.0,90.0,12.75,NL,1605544434.0
390,stromness,58.97,-3.3,46.4,75.0,40.0,21.92,GB,1605544434.0
391,atar,20.52,-13.05,88.57,15.0,100.0,18.28,MR,1605544435.0
392,hornepayne,49.21,-84.77,23.29,93.0,100.0,13.42,CA,1605544317.0
393,la ronge,55.1,-105.28,14.0,78.0,80.0,5.82,CA,1605544435.0
394,isla vista,34.41,-119.86,57.2,47.0,1.0,4.56,US,1605544286.0
395,vila franca do campo,37.72,-25.43,66.2,82.0,75.0,10.29,PT,1605544435.0
396,narsaq,60.92,-46.05,17.6,61.0,5.0,2.91,GL,1605544435.0
397,beringovskiy,63.05,179.32,34.95,93.0,100.0,18.3,RU,1605544435.0
398,uk,,,,,,,,
399,mackenzie,55.3,-123.17,19.4,85.0,90.0,3.36,CA,1605544190.0
400,umm lajj,25.02,37.27,76.51,65.0,0.0,8.95,SA,1605544435.0
401,kazalinsk,,,,,,,,
402,billings,45.78,-108.5,39.2,44.0,75.0,16.11,US,1605544290.0
403,benjamin hill,30.17,-111.1,75.99,20.0,0.0,4.0,MX,1605544435.0
404,sangueya,10.7,-14.37,90.75,42.0,0.0,4.85,GN,1605544435.0
405,teluknaga,-6.1,106.64,84.0,83.0,40.0,2.24,ID,1605544424.0
406,hunza,,,,,,,,
407,saint george,37.1,-113.58,41.0,38.0,1.0,4.36,US,1605544206.0
408,lanigan,51.85,-105.03,15.8,92.0,4.0,3.36,CA,1605544435.0
409,aktash,50.3,87.73,4.03,86.0,21.0,5.46,RU,1605544435.0
410,linhares,-19.39,-40.07,89.33,56.0,89.0,6.78,BR,1605544435.0
411,rawannawi,,,,,,,,
412,solnechnyy,50.72,136.63,13.46,79.0,0.0,3.6,RU,1605544435.0
413,warqla,,,,,,,,
414,birjand,32.87,59.22,42.8,30.0,0.0,4.7,IR,1605544436.0
415,tyulyachi,55.89,50.24,13.08,92.0,33.0,4.47,RU,1605544436.0
416,hope,33.67,-93.59,62.01,65.0,0.0,3.0,US,1605544370.0
417,qaqortoq,60.72,-46.03,17.6,61.0,5.0,2.73,GL,1605544436.0
418,kidal,18.44,1.41,81.64,15.0,0.0,9.93,ML,1605544436.0
419,porbandar,21.64,69.61,79.45,49.0,0.0,13.67,IN,1605544436.0
420,saleaula,,,,,,,,
421,bargal,,,,,,,,
422,dunedin,-45.87,170.5,57.0,86.0,98.0,5.99,NZ,1605544430.0
423,khilok,51.37,110.47,19.69,96.0,96.0,2.77,RU,1605544436.0
424,yangmei,24.1,112.56,67.1,88.0,89.0,0.87,CN,1605544436.0
425,novyy urengoy,66.08,76.63,5.76,94.0,77.0,9.13,RU,1605544255.0
426,kasongo-lunda,-6.47,16.82,71.51,84.0,35.0,2.91,CD,1605544436.0
427,yumen,40.28,97.2,34.52,77.0,98.0,18.57,CN,1605544436.0
428,booue,-0.09,11.94,74.08,93.0,100.0,3.15,GA,1605544436.0
429,sakakah,29.97,40.21,66.2,37.0,0.0,8.05,SA,1605544436.0
430,lydenburg,-25.1,30.46,64.0,79.0,60.0,1.99,ZA,1605544436.0
431,luanda,-8.84,13.23,82.4,69.0,20.0,11.41,AO,1605544298.0
432,pangnirtung,66.15,-65.71,24.8,73.0,90.0,18.34,CA,1605544437.0
433,walvis bay,-22.96,14.51,66.2,63.0,0.0,11.41,,1605544437.0
434,licheng,23.3,113.83,75.99,83.0,51.0,4.47,CN,1605544437.0
435,rosetta,31.4,30.42,68.0,60.0,40.0,13.87,EG,1605544437.0
436,rorvik,64.86,11.24,48.2,87.0,75.0,5.82,NO,1605544437.0
437,ust-ilimsk,58.0,102.66,4.91,93.0,0.0,4.12,RU,1605544437.0
438,shenjiamen,29.96,122.3,66.76,94.0,62.0,10.38,CN,1605544437.0
439,baker,30.59,-91.17,64.0,36.0,1.0,11.41,US,1605544437.0
440,yenagoa,4.92,6.26,79.23,86.0,94.0,5.1,NG,1605544437.0
441,klyuchi,52.27,79.17,13.37,94.0,51.0,4.74,RU,1605544437.0
442,mumford,5.26,-0.76,81.61,78.0,12.0,10.63,GH,1605544437.0
443,jalu,29.03,21.55,65.75,44.0,75.0,7.85,LY,1605544437.0
444,haines junction,60.75,-137.51,6.8,84.0,91.0,2.24,CA,1605544437.0
445,tazmalt,36.39,4.4,71.6,60.0,40.0,3.36,DZ,1605544437.0
446,camocim,-2.9,-40.84,90.05,53.0,93.0,19.33,BR,1605544437.0
447,banda aceh,5.56,95.32,79.74,84.0,36.0,9.44,ID,1605544437.0
448,rawson,-43.3,-65.1,67.75,39.0,6.0,17.85,AR,1605544437.0
449,jiwani,25.05,61.74,74.19,49.0,0.0,7.11,PK,1605544438.0
450,kinshasa,-4.32,15.32,87.8,62.0,75.0,2.19,CD,1605544265.0
451,jumla,29.27,82.18,34.65,78.0,1.0,5.08,NP,1605544438.0
452,bairiki,1.33,172.98,80.6,74.0,20.0,9.17,KI,1605544438.0
453,bac lieu,9.29,105.72,78.22,87.0,40.0,9.8,VN,1605544438.0
454,bambanglipuro,-7.95,110.28,79.61,84.0,59.0,7.27,ID,1605544438.0
455,grindavik,63.84,-22.43,35.6,69.0,75.0,8.05,IS,1605544438.0
456,labuhan,-6.88,112.21,79.79,86.0,91.0,8.99,ID,1605544438.0
457,rocha,-34.48,-54.33,67.5,52.0,13.0,14.29,UY,1605544438.0
458,sinj,43.7,16.64,60.8,87.0,90.0,8.05,HR,1605544438.0
459,tumannyy,,,,,,,,
460,ahipara,-35.17,173.17,59.38,76.0,87.0,9.37,NZ,1605544438.0
461,severnoye,56.35,78.36,12.94,95.0,100.0,9.17,RU,1605544438.0
462,tiarei,-17.53,-149.33,77.0,78.0,20.0,8.39,PF,1605544438.0
463,inyonga,-6.72,32.07,70.84,69.0,74.0,2.55,TZ,1605544438.0
464,cam ranh,11.92,109.16,82.4,83.0,20.0,12.75,VN,1605544438.0
465,chichica,8.49,-82.16,78.8,88.0,40.0,1.12,PA,1605544438.0
466,grimari,,,,,,,,
467,baghdad,33.34,44.4,68.0,40.0,75.0,9.17,IQ,1605544252.0
468,rossland,49.08,-117.8,35.01,94.0,100.0,1.05,CA,1605544244.0
469,belyy yar,53.6,91.39,19.4,92.0,40.0,2.24,RU,1605544439.0
470,tucumcari,35.17,-103.72,57.2,24.0,1.0,3.36,US,1605544439.0
471,mackay,-21.15,149.2,69.8,94.0,40.0,3.36,AU,1605544272.0
472,constancia,24.22,-107.19,81.0,59.0,0.0,1.01,MX,1605544439.0
473,at-bashi,41.17,75.81,19.06,78.0,8.0,2.44,KG,1605544439.0
474,kaitong,44.81,123.15,32.67,82.0,95.0,7.14,CN,1605544439.0
475,attawapiskat,,,,,,,,
476,kamenskoye,,,,,,,,
477,monrovia,6.3,-10.8,89.6,70.0,40.0,8.05,LR,1605544218.0
478,columbia,34.0,-81.03,62.6,29.0,1.0,2.93,US,1605544143.0
479,chapais,49.78,-74.85,28.4,86.0,90.0,11.41,CA,1605544439.0
480,valparaiso,-33.04,-71.63,59.0,71.0,40.0,9.17,CL,1605544323.0
481,nyandoma,61.67,40.2,27.81,96.0,98.0,9.15,RU,1605544439.0
482,ardesen,41.19,40.99,51.8,93.0,75.0,13.87,TR,1605544439.0
483,bathsheba,13.22,-59.52,75.2,88.0,20.0,11.41,BB,1605544439.0
484,ixtapa,20.7,-105.2,77.0,69.0,5.0,3.36,MX,1605544439.0
485,russkaya polyana,49.42,31.92,33.71,88.0,80.0,13.11,UA,1605544439.0
486,agucadoura,41.43,-8.78,61.0,87.0,0.0,3.36,PT,1605544439.0
487,saint-pacome,,,,,,,,
488,trinidad,-14.83,-64.9,91.4,63.0,75.0,13.87,BO,1605544439.0
489,knysna,-34.04,23.05,60.8,93.0,90.0,10.29,ZA,1605544440.0
490,glubokoe,,,,,,,,
491,gizo,-8.1,156.84,80.49,79.0,99.0,1.7,SB,1605544440.0
492,tabiauea,,,,,,,,
493,andenes,69.31,16.12,46.0,93.0,75.0,6.93,NO,1605544440.0
494,santa isabel do rio negro,-0.41,-65.02,92.37,50.0,98.0,3.11,BR,1605544440.0
495,baft,29.23,56.61,48.16,65.0,12.0,3.06,IR,1605544440.0
496,boulsa,12.67,-0.58,90.95,18.0,18.0,8.08,BF,1605544440.0
497,emba,48.83,58.14,14.67,90.0,0.0,5.84,KZ,1605544440.0
498,severobaykalsk,55.65,109.32,12.63,85.0,0.0,6.91,RU,1605544440.0
499,dingle,11.0,122.67,76.78,91.0,46.0,7.09,PH,1605544440.0
500,turtkul,,,,,,,,
501,fort morgan,40.25,-103.8,44.6,36.0,1.0,3.36,US,1605544335.0
502,vanimo,-2.67,141.3,78.96,82.0,100.0,4.52,PG,1605544440.0
503,deputatskiy,69.3,139.9,-14.62,89.0,43.0,4.97,RU,1605544440.0
504,aquiles serdan,17.78,-92.28,78.8,88.0,75.0,5.82,MX,1605544440.0
505,svay rieng,11.09,105.8,77.95,87.0,26.0,3.13,KH,1605544440.0
506,kiama,-34.68,150.87,64.0,85.0,77.0,8.9,AU,1605544440.0
507,samusu,,,,,,,,
508,marks,51.71,46.75,21.0,64.0,91.0,1.99,RU,1605544399.0
509,coulihaut,,,,,,,,
510,lac du bonnet,50.25,-96.06,17.6,72.0,90.0,13.87,CA,1605544441.0
511,ketchikan,55.34,-131.65,37.4,84.0,90.0,2.24,US,1605544441.0
512,kiunga,-6.12,141.29,72.18,98.0,100.0,3.56,PG,1605544441.0
513,tortoli,39.93,9.66,64.4,88.0,75.0,11.41,IT,1605544441.0
514,burgeo,47.62,-57.62,42.66,81.0,100.0,24.61,CA,1605544441.0
515,oxford,51.75,-1.26,51.8,93.0,75.0,13.87,GB,1605543911.0
516,sochi,43.6,39.73,48.2,93.0,90.0,8.95,RU,1605544259.0
517,yei,4.09,30.68,69.48,89.0,100.0,1.9,SS,1605544441.0
518,kopyevo,,,,,,,,
519,nouakchott,18.09,-15.98,95.0,8.0,97.0,12.75,MR,1605544441.0
520,sechura,-5.56,-80.82,71.35,64.0,100.0,10.51,PE,1605544441.0
521,galesong,-5.32,119.37,78.8,94.0,20.0,2.24,ID,1605544441.0
522,ingham,42.6,-84.38,37.99,64.0,40.0,17.22,US,1605544441.0
523,sungaipenuh,-2.08,101.38,67.26,97.0,100.0,0.76,ID,1605544442.0
525,turtas,58.94,69.13,9.01,94.0,69.0,4.12,RU,1605544442.0
526,soyo,-6.13,12.37,79.29,80.0,16.0,10.33,AO,1605544442.0
527,tari,12.41,4.49,87.57,22.0,5.0,8.1,NG,1605544442.0
528,port lincoln,-34.73,135.87,54.48,78.0,25.0,3.38,AU,1605544442.0
529,neya,58.3,43.87,23.0,85.0,1.0,6.11,RU,1605544442.0
530,aranos,-24.13,19.12,88.16,24.0,34.0,13.62,,1605544442.0
531,kasane,-17.82,25.15,75.2,83.0,75.0,5.82,BW,1605544442.0
532,teknaf,20.86,92.31,73.33,79.0,0.0,5.91,BD,1605544442.0
533,kampong thum,12.71,104.89,76.05,92.0,3.0,5.84,KH,1605544442.0
534,borovichi,58.39,33.92,32.56,92.0,98.0,9.4,RU,1605544442.0
535,guiberoua,6.24,-6.17,81.59,71.0,71.0,5.5,CI,1605544442.0
536,jiroft,,,,,,,,
537,vostok,46.49,135.88,15.49,83.0,19.0,6.85,RU,1605544442.0
538,olinda,-8.01,-34.86,84.2,70.0,40.0,9.17,BR,1605544216.0
539,saryshagan,,,,,,,,
540,tsihombe,,,,,,,,
541,palauig,15.44,119.9,80.62,76.0,29.0,4.7,PH,1605544443.0
542,constitucion,-35.33,-72.42,65.23,50.0,2.0,15.14,CL,1605544443.0
543,wulanhaote,,,,,,,,
544,atraulia,26.33,82.95,67.82,60.0,10.0,2.46,IN,1605544443.0
545,yanam,16.73,82.22,80.6,61.0,75.0,8.05,IN,1605544443.0
546,mount isa,-20.73,139.5,86.0,33.0,40.0,10.29,AU,1605544443.0
547,krasnaya polyana,56.24,51.14,15.66,93.0,0.0,3.85,RU,1605544443.0
548,axim,4.87,-2.24,81.09,79.0,40.0,7.49,GH,1605544443.0
549,jiaozuo,35.24,113.23,58.8,61.0,100.0,12.5,CN,1605544366.0
550,kampong chhnang,12.17,104.55,77.07,85.0,26.0,4.43,KH,1605544443.0
551,bonavista,48.65,-53.11,35.01,92.0,99.0,4.7,CA,1605544443.0
552,praya,14.92,-23.51,89.6,33.0,0.0,16.11,CV,1605544443.0
553,balkanabat,39.51,54.37,46.0,50.0,12.0,17.16,TM,1605544401.0
554,kushima,31.46,131.23,64.53,79.0,0.0,3.65,JP,1605544443.0
555,tura,25.52,90.22,66.94,88.0,5.0,2.33,IN,1605544443.0
556,petropavlovsk-kamchatskiy,53.05,158.65,21.2,92.0,33.0,2.24,RU,1605544211.0
557,krasnorechenskiy,44.63,135.35,23.56,85.0,0.0,9.48,RU,1605544443.0
558,caravelas,-17.71,-39.25,83.57,68.0,67.0,14.16,BR,1605544443.0
559,mayo,38.89,-76.51,57.99,37.0,1.0,12.75,US,1605544443.0
560,taldan,53.67,124.8,3.52,92.0,0.0,1.79,RU,1605544444.0
562,ijaki,,,,,,,,
563,adrar,20.5,-10.07,84.47,15.0,55.0,16.02,MR,1605544444.0
564,sola,-13.88,167.55,81.09,83.0,100.0,20.89,VU,1605544444.0
565,big spring,32.25,-101.48,55.4,26.0,1.0,10.29,US,1605544444.0
566,thompson,55.74,-97.86,-4.0,76.0,20.0,5.82,CA,1605544444.0
567,lorengau,-2.02,147.27,81.43,82.0,71.0,9.62,PG,1605544444.0
568,kawalu,-7.38,108.21,74.64,92.0,90.0,0.87,ID,1605544444.0
569,jiaojiang,28.68,121.44,69.01,94.0,74.0,1.39,CN,1605544444.0
570,hamilton,39.18,-84.53,48.99,45.0,1.0,13.87,US,1605544264.0
571,san miguel,13.48,-88.18,86.0,74.0,0.0,3.36,SV,1605544444.0
572,aykhal,66.0,111.5,-9.4,76.0,40.0,4.47,RU,1605544444.0
573,laguna,38.42,-121.42,46.4,87.0,1.0,3.36,US,1605544444.0
574,alekseyevsk,57.84,108.35,3.85,92.0,24.0,3.85,RU,1605544444.0
575,ningyang,35.76,116.79,51.13,83.0,2.0,6.15,CN,1605544444.0
576,manokwari,-0.87,134.08,78.78,78.0,78.0,4.07,ID,1605544287.0
577,broken hill,-31.95,141.43,60.8,31.0,0.0,10.29,AU,1605544444.0
578,nome,64.5,-165.41,33.01,95.0,90.0,11.41,US,1605544153.0
579,shimoda,34.67,138.95,53.01,81.0,0.0,13.47,JP,1605544444.0
580,chipinge,-20.19,32.62,68.7,42.0,22.0,5.88,ZW,1605544444.0
581,naze,28.37,129.48,73.4,73.0,75.0,9.17,JP,1605544445.0
582,waingapu,-9.66,120.26,81.37,74.0,32.0,5.55,ID,1605544445.0
583,zhitikara,,,,,,,,
584,sao jose da coroa grande,-8.9,-35.15,82.78,71.0,46.0,12.55,BR,1605544445.0
585,victor harbor,-35.57,138.62,51.01,84.0,0.0,5.35,AU,1605544445.0
586,kazerun,29.62,51.65,63.39,60.0,19.0,1.5,IR,1605544158.0
587,baesweiler,50.91,6.19,51.01,93.0,75.0,13.87,DE,1605544445.0
588,yarada,17.65,83.27,78.8,83.0,40.0,2.24,IN,1605544445.0
589,tezu,27.92,96.17,68.72,51.0,2.0,3.62,IN,1605544445.0
590,urumqi,43.8,87.6,33.8,86.0,100.0,2.24,CN,1605544445.0
591,mehamn,71.04,27.85,37.4,93.0,75.0,10.29,NO,1605544445.0
592,sinnamary,5.38,-52.95,83.12,82.0,46.0,10.65,GF,1605544445.0
593,kazachinskoye,57.7,93.28,20.17,97.0,100.0,2.98,RU,1605544445.0
594,bougouni,11.42,-7.48,93.61,20.0,0.0,5.48,ML,1605544445.0
595,quatre cocos,-20.21,57.76,73.4,56.0,75.0,9.17,MU,1605544445.0
596,ndele,8.41,20.65,79.66,30.0,0.0,2.17,CF,1605544445.0
597,maralal,1.1,36.7,61.52,78.0,60.0,10.78,KE,1605544446.0
598,vila,42.03,-8.16,57.0,81.0,97.0,0.31,PT,1605544446.0
599,kangundo,-1.3,37.35,71.6,60.0,75.0,10.29,KE,1605544446.0
600,lillesand,58.25,8.38,50.0,81.0,40.0,11.41,NO,1605544446.0
